(20, 0.000701904296875)
(20, 0.0006170272827148438)
(19, 0.0005769729614257812)
(19, 0.0005588531494140625)
(20, 0.0006456375122070312)
(19, 0.0005395412445068359)
(20, 0.0005803108215332031)
(19, 0.0005452632904052734)
(19, 0.0006582736968994141)
(20, 0.0005707740783691406)
(19, 0.0006117820739746094)
(20, 0.0005908012390136719)
(19, 0.0005433559417724609)
(19, 0.0008225440979003906)
(20, 0.0005877017974853516)
(19, 0.0005640983581542969)
(20, 0.0006880760192871094)
(19, 0.0006144046783447266)
(19, 0.0005486011505126953)
(20, 0.0005981922149658203)
(19, 0.0005292892456054688)
(20, 0.0005931854248046875)
(19, 0.0005626678466796875)
(19, 0.00054168701171875)
(20, 0.0005629062652587891)
(19, 0.00064849853515625)
(500, 0.018646717071533203)
(999, 0.04111838340759277)
(1997, 0.09596490859985352)
(3993, 0.26172804832458496)
(7985, 0.7847931385040283)
(500, 0.01809859275817871)
(1000, 0.04117393493652344)
(2000, 0.0944056510925293)
(4000, 0.2590498924255371)
(8000, 0.7776546478271484)
(500, 0.01656627655029297)
(1000, 0.03630638122558594)
(2000, 0.08825016021728516)
(4000, 0.24351882934570312)
(8000, 0.7358825206756592)
(500, 0.016840219497680664)
(1000, 0.03726601600646973)
(2000, 0.08813643455505371)
(4000, 0.24432969093322754)
(8000, 0.7381911277770996)
(500, 0.016698360443115234)
(1000, 0.03757619857788086)
(2000, 0.08877253532409668)
(4000, 0.24606943130493164)
(8000, 0.7599217891693115)
(500, 0.016566753387451172)
(1000, 0.037174224853515625)
(2000, 0.08882021903991699)
(4000, 0.24392008781433105)
(8000, 0.7382791042327881)
(500, 0.016627073287963867)
(1000, 0.0369718074798584)
(2000, 0.08822965621948242)
(4000, 0.2429201602935791)
(8000, 0.7421016693115234)
(6000, 0.47181081771850586)
(6000, 0.4718291759490967)
(6000, 0.4710049629211426)
(6000, 0.46813321113586426)
(6000, 0.4714205265045166)
