(100, 0.017146825790405273)
(101, 0.004857301712036133)
(102, 0.004893302917480469)
(103, 0.0049669742584228516)
(104, 0.004990100860595703)
(105, 0.005032777786254883)
(106, 0.005090475082397461)
(107, 0.005110025405883789)
(108, 0.005189418792724609)
(109, 0.005233049392700195)
(110, 0.00536036491394043)
(111, 0.00542449951171875)
(112, 0.00539398193359375)
(113, 0.005418300628662109)
(114, 0.005480051040649414)
(115, 0.005484342575073242)
(116, 0.005578041076660156)
(117, 0.005649089813232422)
(118, 0.005704402923583984)
(119, 0.0057065486907958984)
(120, 0.0057604312896728516)
(121, 0.005848407745361328)
(122, 0.0058956146240234375)
(123, 0.0058400630950927734)
(124, 0.00596308708190918)
(125, 0.006017446517944336)
(126, 0.006118297576904297)
(127, 0.006123781204223633)
(128, 0.0064013004302978516)
(129, 0.006406545639038086)
(130, 0.0064542293548583984)
(131, 0.006510257720947266)
(132, 0.0065822601318359375)
(133, 0.006633758544921875)
(134, 0.0066983699798583984)
(135, 0.006742954254150391)
(136, 0.006711721420288086)
(137, 0.006827592849731445)
(138, 0.006921291351318359)
(139, 0.006985664367675781)
(140, 0.007004737854003906)
(141, 0.007038593292236328)
(142, 0.007020235061645508)
(143, 0.007103919982910156)
(144, 0.007205963134765625)
(145, 0.007246255874633789)
(146, 0.007296562194824219)
(147, 0.007391691207885742)
(148, 0.007389545440673828)
(149, 0.007490873336791992)
(150, 0.007560253143310547)
(151, 0.007592439651489258)
(152, 0.007688760757446289)
(153, 0.007681369781494141)
(154, 0.0077707767486572266)
(155, 0.00777125358581543)
(156, 0.007896900177001953)
(157, 0.007943153381347656)
(158, 0.007886409759521484)
(159, 0.008012771606445312)
(160, 0.008067846298217773)
(161, 0.008175849914550781)
(162, 0.008188724517822266)
(163, 0.008167743682861328)
(164, 0.008242607116699219)
(165, 0.00831747055053711)
(166, 0.008403301239013672)
(167, 0.0084381103515625)
(168, 0.008484840393066406)
(169, 0.008569717407226562)
(170, 0.008590936660766602)
(171, 0.008610963821411133)
(172, 0.008695363998413086)
(173, 0.008763313293457031)
(174, 0.008792400360107422)
(175, 0.008862972259521484)
(176, 0.008872747421264648)
(177, 0.008955240249633789)
(178, 0.009009361267089844)
(179, 0.009038209915161133)
(180, 0.009118795394897461)
(181, 0.009220123291015625)
(182, 0.009237051010131836)
(183, 0.0092926025390625)
(184, 0.009372234344482422)
(185, 0.009402036666870117)
(186, 0.00952458381652832)
(187, 0.009525060653686523)
(188, 0.009555578231811523)
(189, 0.009552717208862305)
(190, 0.009587526321411133)
(191, 0.009734630584716797)
(192, 0.009705305099487305)
(193, 0.009853601455688477)
(194, 0.00981760025024414)
(195, 0.009900808334350586)
(196, 0.010022878646850586)
(197, 0.010051488876342773)
(198, 0.010076284408569336)
(199, 0.010137319564819336)
(200, 0.010207653045654297)
(201, 0.010221719741821289)
(202, 0.010265827178955078)
(203, 0.010344982147216797)
(204, 0.01038360595703125)
(205, 0.010512590408325195)
(206, 0.010706186294555664)
(207, 0.010774612426757812)
(208, 0.010583639144897461)
(209, 0.010680198669433594)
(210, 0.010670900344848633)
(211, 0.010721683502197266)
(212, 0.010813713073730469)
(213, 0.010904550552368164)
(214, 0.010912656784057617)
(215, 0.01096034049987793)
(216, 0.010965824127197266)
(217, 0.011113643646240234)
(218, 0.011185884475708008)
(219, 0.011319160461425781)
(220, 0.011226415634155273)
(221, 0.011332035064697266)
(222, 0.011373281478881836)
(223, 0.011403083801269531)
(224, 0.011510133743286133)
(225, 0.011596918106079102)
(226, 0.011640071868896484)
(227, 0.011692523956298828)
(228, 0.011630773544311523)
(229, 0.01180410385131836)
(230, 0.011850833892822266)
(231, 0.011924266815185547)
(232, 0.011950492858886719)
(233, 0.01203298568725586)
(234, 0.011983633041381836)
(235, 0.012187480926513672)
(236, 0.012294292449951172)
(237, 0.012251615524291992)
(238, 0.012431144714355469)
(239, 0.012486696243286133)
(240, 0.01280832290649414)
(241, 0.012784004211425781)
(242, 0.012874126434326172)
(243, 0.01271820068359375)
(244, 0.01273965835571289)
(245, 0.012754440307617188)
(246, 0.012805461883544922)
(247, 0.012792348861694336)
(248, 0.012827634811401367)
(249, 0.013007164001464844)
(250, 0.013027429580688477)
(251, 0.013041019439697266)
(252, 0.013042688369750977)
(253, 0.013271808624267578)
(254, 0.01323699951171875)
(255, 0.013383865356445312)
(256, 0.013386011123657227)
(257, 0.013549566268920898)
(258, 0.013522624969482422)
(259, 0.013638973236083984)
(260, 0.01361703872680664)
(261, 0.013654232025146484)
(262, 0.013794660568237305)
(263, 0.013691902160644531)
(264, 0.01384282112121582)
(265, 0.013913869857788086)
(266, 0.014010429382324219)
(267, 0.014034509658813477)
(268, 0.01407623291015625)
(269, 0.014082193374633789)
(270, 0.014271259307861328)
(271, 0.014289140701293945)
(272, 0.014272689819335938)
(273, 0.014422178268432617)
(274, 0.014395713806152344)
(275, 0.014417648315429688)
(276, 0.015002250671386719)
(277, 0.01449728012084961)
(278, 0.014554977416992188)
(279, 0.014775991439819336)
(280, 0.014873743057250977)
(281, 0.014910221099853516)
(282, 0.015016317367553711)
(283, 0.015009880065917969)
(284, 0.014880895614624023)
(285, 0.015114784240722656)
(286, 0.015090227127075195)
(287, 0.015110254287719727)
(288, 0.015314817428588867)
(289, 0.015324592590332031)
(290, 0.01530909538269043)
(291, 0.015496969223022461)
(292, 0.015520572662353516)
(293, 0.01555013656616211)
(294, 0.015669822692871094)
(295, 0.015683412551879883)
(296, 0.015799760818481445)
(297, 0.015813827514648438)
(298, 0.0159304141998291)
(299, 0.016024351119995117)
(300, 0.01600050926208496)
(301, 0.016005277633666992)
(302, 0.016193389892578125)
(303, 0.01614832878112793)
(304, 0.016071557998657227)
(305, 0.01613020896911621)
(306, 0.0163424015045166)
(307, 0.01638197898864746)
(308, 0.016221284866333008)
(309, 0.016442537307739258)
(310, 0.0165252685546875)
(311, 0.016567468643188477)
(312, 0.01670551300048828)
(313, 0.0167391300201416)
(314, 0.016742706298828125)
(315, 0.016866683959960938)
(316, 0.016885995864868164)
(317, 0.016780376434326172)
(318, 0.016982316970825195)
(319, 0.017059803009033203)
(320, 0.017177343368530273)
(321, 0.017119407653808594)
(322, 0.01737070083618164)
(323, 0.017361164093017578)
(324, 0.01740741729736328)
(325, 0.017256498336791992)
(326, 0.017393112182617188)
(327, 0.017555713653564453)
(328, 0.017644643783569336)
(329, 0.017673730850219727)
(330, 0.017777442932128906)
(331, 0.01788640022277832)
(332, 0.01817774772644043)
(333, 0.017966032028198242)
(334, 0.018683671951293945)
(335, 0.01817464828491211)
(336, 0.018002748489379883)
(337, 0.01817011833190918)
(338, 0.018270015716552734)
(339, 0.018297195434570312)
(340, 0.018389463424682617)
(341, 0.018475055694580078)
(342, 0.018494606018066406)
(343, 0.01835489273071289)
(344, 0.01862049102783203)
(345, 0.018650054931640625)
(346, 0.018703460693359375)
(347, 0.018680334091186523)
(348, 0.018594026565551758)
(349, 0.018848896026611328)
(350, 0.01894235610961914)
(351, 0.018770217895507812)
(352, 0.019002914428710938)
(353, 0.019031763076782227)
(354, 0.019196510314941406)
(355, 0.0190432071685791)
(356, 0.019291400909423828)
(357, 0.019258499145507812)
(358, 0.019463777542114258)
(359, 0.019225120544433594)
(360, 0.019279956817626953)
(361, 0.019553661346435547)
(362, 0.019861698150634766)
(363, 0.01965165138244629)
(364, 0.019680023193359375)
(365, 0.019611358642578125)
(366, 0.019838333129882812)
(367, 0.01974201202392578)
(368, 0.019787311553955078)
(369, 0.020050525665283203)
(370, 0.019963979721069336)
(371, 0.019929170608520508)
(372, 0.02016162872314453)
(373, 0.02104640007019043)
(374, 0.020397424697875977)
(375, 0.02034759521484375)
(376, 0.020407438278198242)
(377, 0.020650625228881836)
(378, 0.02049422264099121)
(379, 0.020563364028930664)
(380, 0.02057814598083496)
(381, 0.020632505416870117)
(382, 0.020770549774169922)
(383, 0.02086496353149414)
(384, 0.02067279815673828)
(385, 0.020940065383911133)
(386, 0.021007299423217773)
(387, 0.020984888076782227)
(388, 0.02110743522644043)
(389, 0.021124601364135742)
(390, 0.02122020721435547)
(391, 0.021332979202270508)
(392, 0.021160602569580078)
(393, 0.02142477035522461)
(394, 0.021426916122436523)
(395, 0.021493911743164062)
(396, 0.021393775939941406)
(397, 0.021639585494995117)
(398, 0.021650075912475586)
(399, 0.021582603454589844)
(400, 0.0218198299407959)
(401, 0.02193737030029297)
(402, 0.021730899810791016)
(403, 0.021902084350585938)
(404, 0.022078275680541992)
(405, 0.02205634117126465)
(406, 0.02240777015686035)
(407, 0.022063732147216797)
(408, 0.022478580474853516)
(409, 0.022457599639892578)
(410, 0.022511720657348633)
(411, 0.022544384002685547)
(412, 0.022670269012451172)
(413, 0.022660493850708008)
(414, 0.022978782653808594)
(415, 0.02298879623413086)
(416, 0.023043155670166016)
(417, 0.022887229919433594)
(418, 0.023215055465698242)
(419, 0.023093223571777344)
(420, 0.022948265075683594)
(421, 0.022991657257080078)
(422, 0.02298736572265625)
(423, 0.023351669311523438)
(424, 0.023266077041625977)
(425, 0.023467540740966797)
(426, 0.023740530014038086)
(427, 0.023244619369506836)
(428, 0.023660898208618164)
(429, 0.02377629280090332)
(430, 0.02350783348083496)
(431, 0.02383899688720703)
(432, 0.02362370491027832)
(433, 0.02397322654724121)
(434, 0.0240478515625)
(435, 0.023948192596435547)
(436, 0.023862361907958984)
(437, 0.02416849136352539)
(438, 0.02427983283996582)
(439, 0.02433180809020996)
(440, 0.024413108825683594)
(441, 0.02483391761779785)
(442, 0.024502038955688477)
(443, 0.024544239044189453)
(444, 0.02483367919921875)
(445, 0.02463555335998535)
(446, 0.024687528610229492)
(447, 0.024747133255004883)
(448, 0.0248565673828125)
(449, 0.024918556213378906)
(450, 0.025010108947753906)
(451, 0.025021791458129883)
(452, 0.02538013458251953)
(453, 0.025593042373657227)
(454, 0.0251924991607666)
(455, 0.025239229202270508)
(456, 0.02522587776184082)
(457, 0.025480270385742188)
(458, 0.02545332908630371)
(459, 0.02547311782836914)
(460, 0.02570319175720215)
(461, 0.025700092315673828)
(462, 0.025722265243530273)
(463, 0.025658369064331055)
(464, 0.025823593139648438)
(465, 0.025905370712280273)
(466, 0.025981664657592773)
(467, 0.02582526206970215)
(468, 0.026128292083740234)
(469, 0.02596879005432129)
(470, 0.026230573654174805)
(471, 0.026225566864013672)
(472, 0.026352643966674805)
(473, 0.026295185089111328)
(474, 0.02642822265625)
(475, 0.026479244232177734)
(476, 0.027026653289794922)
(477, 0.026581525802612305)
(478, 0.02670431137084961)
(479, 0.026645421981811523)
(480, 0.026739835739135742)
(481, 0.02689838409423828)
(482, 0.027023792266845703)
(483, 0.026928424835205078)
(484, 0.0270993709564209)
(485, 0.027174711227416992)
(486, 0.027218341827392578)
(487, 0.027081966400146484)
(488, 0.02737569808959961)
(489, 0.027128219604492188)
(490, 0.02744460105895996)
(491, 0.027252912521362305)
(492, 0.02740478515625)
(493, 0.027504444122314453)
(494, 0.027792692184448242)
(495, 0.027458906173706055)
(496, 0.027925491333007812)
(497, 0.027816295623779297)
(498, 0.02791619300842285)
(499, 0.027739524841308594)
(500, 0.027959585189819336)
(501, 0.02831268310546875)
(502, 0.02802276611328125)
(503, 0.028000593185424805)
(504, 0.02829885482788086)
(505, 0.028375625610351562)
(506, 0.028414011001586914)
(507, 0.028589725494384766)
(508, 0.028616905212402344)
(509, 0.028432369232177734)
(510, 0.028416156768798828)
(511, 0.028451919555664062)
(512, 0.028706789016723633)
(513, 0.028753995895385742)
(514, 0.02893853187561035)
(515, 0.02902960777282715)
(516, 0.029114723205566406)
(517, 0.0289914608001709)
(518, 0.02948760986328125)
(519, 0.0290677547454834)
(520, 0.029338598251342773)
(521, 0.029529809951782227)
(522, 0.029243946075439453)
(523, 0.029546737670898438)
(524, 0.029352664947509766)
(525, 0.029597759246826172)
(526, 0.029562950134277344)
(527, 0.029755353927612305)
(528, 0.029909849166870117)
(529, 0.02975940704345703)
(530, 0.02995586395263672)
(531, 0.03013300895690918)
(532, 0.030155420303344727)
(533, 0.030173540115356445)
(534, 0.03019571304321289)
(535, 0.03013777732849121)
(536, 0.0304107666015625)
(537, 0.03049015998840332)
(538, 0.030584335327148438)
